segment,from,to,text
1584,00:56:18.000,00:56:20.000,因為距離很短你掙托不及
1585,00:56:20.000,00:56:22.000,還是他其實把你拉了好一段距離
1586,00:56:22.000,00:56:32.000,沒有印象沒有關係就是
1587,00:56:32.000,00:56:34.000,想要問一下想說哇這個
1588,00:56:34.000,00:56:36.000,部分呢強制意願
1589,00:56:36.000,00:56:38.000,我覺得很明顯
1590,00:56:38.000,00:56:42.000,因為我喝醉了
1591,00:56:42.000,00:56:44.000,而且我力氣很小
1592,00:56:44.000,00:56:46.000,所以我就是被他
1593,00:56:46.000,00:56:48.000,拉
1594,00:56:48.000,00:56:50.000,所以要去尿尿啊
1595,00:56:50.000,00:56:52.000,就是
1596,00:56:52.000,00:56:54.000,有可能他會覺得我
1597,00:56:54.000,00:56:56.000,跟他一起走進廁所嗎
1598,00:56:56.000,00:56:58.000,怎麼可能沒有啊男廁
1599,00:56:58.000,00:57:00.000,女廁門在隔壁的那一種
1600,00:57:00.000,00:57:02.000,廁所
1601,00:57:02.000,00:57:04.000,他拉了多遠
1602,00:57:04.000,00:57:06.000,他拉了從
1603,00:57:06.000,00:57:08.000,男廁和女廁中間的那個
1604,00:57:08.000,00:57:10.000,門口拉進
1605,00:57:10.000,00:57:12.000,男廁
1606,00:57:12.000,00:57:14.000,所以這幾乎是完全
1607,00:57:14.000,00:57:16.000,就是他就看
1608,00:57:16.000,00:57:18.000,你已經快到了
1609,00:57:18.000,00:57:20.000,或是幾乎已經到的時候衝
1610,00:57:20.000,00:57:22.000,過去
1611,00:57:22.000,00:57:24.000,或是他可能沒衝只是我沒有
1612,00:57:24.000,00:57:26.000,發現他
1613,00:57:26.000,00:57:28.000,了解
1614,00:57:28.000,00:57:30.000,然後
1615,00:57:30.000,00:57:32.000,第三
1616,00:57:32.000,00:57:34.000,這裡的性騷擾就是
1617,00:57:34.000,00:57:36.000,你因為這個
1618,00:57:36.000,00:57:38.000,算是明確
1619,00:57:38.000,00:57:40.000,第一次有人知道的
1620,00:57:40.000,00:57:42.000,事情就是第三遭
1621,00:57:42.000,00:57:44.000,第三次性侵犯有次性騷擾
1622,00:57:44.000,00:57:46.000,被當時的男朋友知道了
1623,00:57:46.000,00:57:48.000,你可以大致講一下就是
1624,00:57:48.000,00:57:50.000,這算是第一次有人知道這件事情
1625,00:57:50.000,00:57:52.000,然後那個時候是怎麼知道的
1626,00:57:52.000,00:57:54.000,然後他就是
1627,00:57:54.000,00:57:56.000,這個男朋友當時的
1628,00:57:56.000,00:57:58.000,處置是什麼以及當時
1629,00:57:58.000,00:58:00.000,擊敗了的回應
1630,00:58:00.000,00:58:02.000,是什麼
1631,00:58:02.000,00:58:04.000,這時候是
1632,00:58:04.000,00:58:06.000,他發生也是
1633,00:58:06.000,00:58:08.000,在新莊棒球場
1634,00:58:08.000,00:58:10.000,然後
1635,00:58:10.000,00:58:12.000,就是剛剛跟你說那個
1636,00:58:12.000,00:58:14.000,另外一個人
1637,00:58:14.000,00:58:16.000,阿庭
1638,00:58:16.000,00:58:18.000,然後會發生這件事情
1639,00:58:18.000,00:58:20.000,然後想一下
1640,00:58:20.000,00:58:22.000,會被男朋友知道
1641,00:58:22.000,00:58:24.000,其實這有點好笑
1642,00:58:24.000,00:58:26.000,就是我是以一種
1643,00:58:26.000,00:58:28.000,他們又
1644,00:58:28.000,00:58:30.000,他們又來弄我了
1645,00:58:30.000,00:58:32.000,我是以一個
1646,00:58:32.000,00:58:34.000,好像覺得這沒什麼
1647,00:58:34.000,00:58:36.000,的口氣
1648,00:58:36.000,00:58:38.000,跟男朋友講就不是哭著說
1649,00:58:38.000,00:58:40.000,他們騷擾我
1650,00:58:40.000,00:58:42.000,這樣
1651,00:58:42.000,00:58:44.000,他們
1652,00:58:44.000,00:58:46.000,很煩
1653,00:58:46.000,00:58:48.000,又抓我的手摸鏡子
1654,00:58:48.000,00:58:50.000,然後又一直摸我
1655,00:58:50.000,00:58:52.000,就我那時候我覺得
1656,00:58:52.000,00:58:54.000,我覺得
1657,00:58:54.000,00:58:56.000,我自己有一種
1658,00:58:56.000,00:58:58.000,被他們影響到
1659,00:58:58.000,00:59:00.000,覺得這是一件
1660,00:59:00.000,00:59:02.000,正常的事
1661,00:59:02.000,00:59:04.000,所以我是
1662,00:59:04.000,00:59:06.000,我是覺得
1663,00:59:06.000,00:59:08.000,好像沒什麼
1664,00:59:08.000,00:59:10.000,我的方式在跟男朋友說
1665,00:59:10.000,00:59:12.000,雖然他那時候反應很大
1666,00:59:12.000,00:59:14.000,的時候有點嚇到我
1667,00:59:14.000,00:59:16.000,然後
1668,00:59:16.000,00:59:18.000,他就說他要告他們
1669,00:59:18.000,00:59:20.000,然後叫我給他
1670,00:59:20.000,00:59:22.000,他的
1671,00:59:22.000,00:59:24.000,這兩個人的真實
1672,00:59:24.000,00:59:26.000,姓名
1673,00:59:26.000,00:59:28.000,然後他就用臉書找到
1674,00:59:28.000,00:59:30.000,之後就去跟他們
1675,00:59:30.000,00:59:32.000,我不知道跟他們講什麼
1676,00:59:32.000,00:59:34.000,但後來我想要問他也說
1677,00:59:34.000,00:59:36.000,照片都刪掉
1678,00:59:36.000,00:59:38.000,總之他就逼著這兩個人
1679,00:59:38.000,00:59:40.000,來跟我道歉
1680,00:59:40.000,00:59:42.000,這樣
1681,00:59:42.000,00:59:44.000,然後其實我前幾天
1682,00:59:44.000,00:59:46.000,突然想到
1683,00:59:46.000,00:59:48.000,我還找得到當時的截圖
1684,00:59:48.000,00:59:50.000,嗯 算你跟
1685,00:59:50.000,00:59:52.000,Justin的截圖
1686,00:59:52.000,00:59:54.000,不是 不是 我跟吉白狼講
1687,00:59:54.000,00:59:56.000,我不知道
1688,00:59:56.000,00:59:58.000,我不知道我有沒有傳給你過
1689,00:59:58.000,01:00:00.000,我再傳一次給你看
1690,01:00:00.000,01:00:02.000,但是他的那個時間點
1691,01:00:04.000,01:00:06.000,那他
1692,01:00:06.000,01:00:08.000,他的時間點就不可考
1693,01:00:08.000,01:00:10.000,但是就是在講
1694,01:00:10.000,01:00:12.000,那件事情
1695,01:00:12.000,01:00:16.000,那個時候
1696,01:00:16.000,01:00:18.000,你說你是
1697,01:00:18.000,01:00:20.000,有點像
1698,01:00:20.000,01:00:22.000,只是隨口抱怨狀況
1699,01:00:22.000,01:00:24.000,但那個時候後來
1700,01:00:24.000,01:00:26.000,就是他也沒有要刨什麼
1701,01:00:26.000,01:00:28.000,他也沒有要幫你刨什麼
1702,01:00:28.000,01:00:30.000,法律程序
1703,01:00:30.000,01:00:32.000,他有點像是後來
1704,01:00:32.000,01:00:34.000,他就獲得了對方的道歉
1705,01:00:34.000,01:00:36.000,他就 這件事情就
1706,01:00:36.000,01:00:38.000,後來就沒有後續了嗎
1707,01:00:38.000,01:00:40.000,就是
1708,01:00:40.000,01:00:42.000,這件事情
1709,01:00:42.000,01:00:44.000,後來就是
1710,01:00:44.000,01:00:46.000,因為他還說
1711,01:00:46.000,01:00:48.000,他要把鼓手村
1712,01:00:48.000,01:00:50.000,就是
1713,01:00:50.000,01:00:52.000,他說他要毀掉鼓手村
1714,01:00:52.000,01:00:54.000,這件事情
1715,01:00:54.000,01:00:56.000,所以那時候就有
1716,01:00:56.000,01:00:58.000,事情就有到小村那邊
1717,01:00:58.000,01:01:00.000,還有一個
1718,01:01:00.000,01:01:02.000,來幫忙主持
1719,01:01:02.000,01:01:04.000,弄到我們的
1720,01:01:04.000,01:01:06.000,同學羅
1721,01:01:06.000,01:01:08.000,這樣
1722,01:01:08.000,01:01:10.000,那當時他們的
1723,01:01:10.000,01:01:12.000,因為阿庭的行為比較嚴重
1724,01:01:12.000,01:01:14.000,所以他們比較多是處理她
1725,01:01:14.000,01:01:16.000,所以吉白狼就
1726,01:01:16.000,01:01:18.000,僥倖的逃過這個處理
1727,01:01:18.000,01:01:20.000,他就只有跟我道歉
1728,01:01:20.000,01:01:22.000,然後阿庭那時候
1729,01:01:22.000,01:01:24.000,他 阿庭做到了
1730,01:01:24.000,01:01:26.000,認錯道歉賠償
1731,01:01:26.000,01:01:28.000,三件事都做到
1732,01:01:28.000,01:01:30.000,他那個時候的賠償是
1733,01:01:30.000,01:01:32.000,做什麼樣的賠償
1734,01:01:32.000,01:01:34.000,金錢上的
1735,01:01:34.000,01:01:36.000,就是
1736,01:01:36.000,01:01:38.000,我需要練
1737,01:01:38.000,01:01:40.000,那時候我還沒有做股市
1738,01:01:40.000,01:01:42.000,然後他就是幫我付錢租
1739,01:01:42.000,01:01:44.000,到表演之前
1740,01:01:44.000,01:01:46.000,我可以隨時使用
1741,01:01:46.000,01:01:48.000,那個股市 他就幫我付
1742,01:01:48.000,01:01:50.000,那個租金
1743,01:01:50.000,01:01:54.000,那他就是你能夠
1744,01:01:54.000,01:01:56.000,估出他大概是多少錢嗎
1745,01:01:56.000,01:01:58.000,沒辦法
1746,01:01:58.000,01:02:00.000,一次租股市大概多少錢
1747,01:02:00.000,01:02:02.000,我現在
1748,01:02:02.000,01:02:04.000,租股市是一個月
1749,01:02:04.000,01:02:06.000,一千五
1750,01:02:06.000,01:02:08.000,那個時候到表演前
1751,01:02:08.000,01:02:10.000,至少租了四次以上
1752,01:02:10.000,01:02:14.000,對 大概四個月吧
1753,01:02:14.000,01:02:18.000,那時候
1754,01:02:18.000,01:02:20.000,二零
1755,01:02:20.000,01:02:22.000,九十一十二
1756,01:02:22.000,01:02:24.000,九十
1757,01:02:24.000,01:02:26.000,對 差不多四個月
1758,01:02:26.000,01:02:28.000,左右
1759,01:02:28.000,01:02:30.000,你大概每個禮拜都會去一次
1760,01:02:30.000,01:02:32.000,以上
1761,01:02:32.000,01:02:34.000,不是算次他們
1762,01:02:34.000,01:02:36.000,就是算
1763,01:02:36.000,01:02:38.000,租一個月就付多少錢
1764,01:02:38.000,01:02:40.000,他是租滿
1765,01:02:40.000,01:02:42.000,就是
1766,01:02:42.000,01:02:44.000,租
1767,01:02:44.000,01:02:46.000,這樣是多
1768,01:02:46.000,01:02:48.000,就是付四個月的租金
1769,01:02:48.000,01:02:50.000,左右
1770,01:02:50.000,01:02:52.000,但你不知道那個時候租金是多少
1771,01:02:52.000,01:02:54.000,我不知道
1772,01:02:54.000,01:02:56.000,好 那
1773,01:02:56.000,01:02:58.000,那我這件事情
1774,01:02:58.000,01:03:00.000,剛好想要問一下
1775,01:03:00.000,01:03:02.000,第一是你那時候
1776,01:03:02.000,01:03:04.000,跟男朋友講的時候
1777,01:03:04.000,01:03:06.000,有講到之前
1778,01:03:06.000,01:03:08.000,就是又曾親他
1779,01:03:08.000,01:03:10.000,性侵你
1780,01:03:10.000,01:03:12.000,以及逼你
1781,01:03:12.000,01:03:14.000,口交的事情嗎
1782,01:03:14.000,01:03:16.000,還是那時候只有處理
1783,01:03:16.000,01:03:18.000,當時跟阿庭的
1784,01:03:18.000,01:03:20.000,場合的性騷擾
1785,01:03:20.000,01:03:22.000,我不敢
1786,01:03:22.000,01:03:24.000,跟講性侵講
1787,01:03:24.000,01:03:26.000,先吃一個口交
1788,01:03:26.000,01:03:28.000,他會把他殺了吧
1789,01:03:28.000,01:03:30.000,然後
1790,01:03:30.000,01:03:32.000,再幫我回憶一下
1791,01:03:32.000,01:03:34.000,就是那個時候另一個人的
1792,01:03:34.000,01:03:36.000,騷擾的前後
1793,01:03:36.000,01:03:38.000,跟過程大概
1794,01:03:38.000,01:03:40.000,有哪一些
1795,01:03:40.000,01:03:42.000,阿庭
1796,01:03:42.000,01:03:44.000,前後
1797,01:03:44.000,01:03:46.000,欸 阿庭
1798,01:03:48.000,01:03:50.000,阿庭只有在
1799,01:03:50.000,01:03:52.000,就是在幫學長那天
1800,01:03:52.000,01:03:54.000,因為喝到天亮
1801,01:03:54.000,01:03:56.000,最後只剩下我跟阿庭
1802,01:03:56.000,01:03:58.000,和老師和師母
1803,01:03:58.000,01:04:00.000,我們四個人而已
1804,01:04:00.000,01:04:02.000,然後她比我醉
1805,01:04:02.000,01:04:04.000,所以是我攙扶她
1806,01:04:04.000,01:04:06.000,然後我就攙扶她到
1807,01:04:06.000,01:04:08.000,那個
1808,01:04:08.000,01:04:10.000,公園外面 就是路旁邊
1809,01:04:10.000,01:04:12.000,要幫她招車 我想幫她招車
1810,01:04:12.000,01:04:14.000,然後先
1811,01:04:14.000,01:04:16.000,叫車載她回家
1812,01:04:16.000,01:04:18.000,就是我想說照顧她這樣
1813,01:04:18.000,01:04:20.000,老師他們
1814,01:04:20.000,01:04:22.000,先上車之後
1815,01:04:22.000,01:04:24.000,他才開始
1816,01:04:24.000,01:04:26.000,亂摸我
1817,01:04:26.000,01:04:28.000,我們去廁所好不好
1818,01:04:28.000,01:04:30.000,什麼的
1819,01:04:30.000,01:04:32.000,他誇張的地方
1820,01:04:32.000,01:04:34.000,是他直接把他的
1821,01:04:34.000,01:04:36.000,手伸到我的裙子裡面
1822,01:04:36.000,01:04:40.000,在路邊
1823,01:04:40.000,01:04:42.000,對 然後那時候天剛亮
1824,01:04:42.000,01:04:44.000,他不覺得賣菜的阿姨
1825,01:04:44.000,01:04:46.000,那你那個時候
1826,01:04:46.000,01:04:48.000,有
1827,01:04:48.000,01:04:50.000,就是有跟他說什麼
1828,01:04:50.000,01:04:52.000,或是試圖拒絕
1829,01:04:52.000,01:04:54.000,或者是那時候他
1830,01:04:54.000,01:04:56.000,有說什麼嗎
1831,01:04:56.000,01:04:58.000,因為如果他平常可能從來都沒有
1832,01:04:58.000,01:05:00.000,做過這件事情
1833,01:05:00.000,01:05:02.000,也蠻奇怪
1834,01:05:02.000,01:05:04.000,他那時候有說什麼
1835,01:05:04.000,01:05:06.000,以及那時候的反應是什麼
1836,01:05:06.000,01:05:08.000,你說當下還是
1837,01:05:08.000,01:05:10.000,試過
1838,01:05:10.000,01:05:12.000,事情過了
1839,01:05:12.000,01:05:14.000,我就
1840,01:05:14.000,01:05:16.000,沒有 我就說不要啊
1841,01:05:16.000,01:05:18.000,你趕快回家 因為都已經天亮了
1842,01:05:18.000,01:05:20.000,然後 因為他很追
1843,01:05:20.000,01:05:22.000,我真的叫了一台車 然後把他丟上車之後
1844,01:05:22.000,01:05:24.000,他就離開了
1845,01:05:24.000,01:05:26.000,這樣子
1846,01:05:26.000,01:05:28.000,然後他事後
1847,01:05:28.000,01:05:30.000,有跟我講
1848,01:05:30.000,01:05:32.000,他還沒
1849,01:05:32.000,01:05:34.000,酒醒的時候打給我
1850,01:05:34.000,01:05:36.000,你說他上車以後
1851,01:05:36.000,01:05:38.000,對 因為我回到家好像有接到
1852,01:05:38.000,01:05:40.000,他的電話
1853,01:05:40.000,01:05:42.000,然後就說對不起 他以為我是
1854,01:05:42.000,01:05:44.000,他女友什麼什麼的
1855,01:05:44.000,01:05:50.000,但他至少那個時候
1856,01:05:50.000,01:05:52.000,例如沒有強拉你
1857,01:05:52.000,01:05:54.000,他有強 就是例如強拉你
1858,01:05:54.000,01:05:56.000,或是對人來說是限制
1859,01:05:56.000,01:05:58.000,舉動嗎
1860,01:05:58.000,01:06:00.000,還是他主要就是亂摸你
1861,01:06:00.000,01:06:02.000,跟說 喔 就是要不要去
1862,01:06:02.000,01:06:04.000,廁所這樣子
1863,01:06:04.000,01:06:06.000,他沒有 那個能力
1864,01:06:06.000,01:06:08.000,限制我
1865,01:06:08.000,01:06:10.000,這個情況下比他強
1866,01:06:10.000,01:06:12.000,力氣比他大
1867,01:06:12.000,01:06:14.000,對 因為他
1868,01:06:14.000,01:06:16.000,他太追
1869,01:06:16.000,01:06:18.000,嗯 了解
1870,01:06:18.000,01:06:20.000,好 然後
1871,01:06:20.000,01:06:22.000,那接下來我看一下喔
1872,01:06:22.000,01:06:24.000,後來這件事情是賠償
1873,01:06:24.000,01:06:26.000,然後劉承鑫那個時候的狀況
1874,01:06:26.000,01:06:28.000,是道歉
1875,01:06:28.000,01:06:30.000,那他那個時候的道歉是
1876,01:06:30.000,01:06:32.000,是
1877,01:06:32.000,01:06:34.000,訊息啊
1878,01:06:34.000,01:06:36.000,我看一下喔
1879,01:06:36.000,01:06:38.000,喝醉 喝 週六 四 我不記得
1880,01:06:38.000,01:06:40.000,不要再亂摸我
1881,01:06:40.000,01:06:42.000,以後我喝週六 OK 不要再一起喝酒
1882,01:06:42.000,01:06:46.000,蛤
1883,01:06:46.000,01:06:48.000,我的蛤的意思是說
1884,01:06:48.000,01:06:50.000,我有印象你
1885,01:06:50.000,01:06:52.000,好像有
1886,01:06:52.000,01:06:54.000,傳給我過
1887,01:06:54.000,01:06:56.000,但是我的意思是說
1888,01:06:56.000,01:06:58.000,嗯
1889,01:06:58.000,01:07:00.000,這就代表
1890,01:07:00.000,01:07:02.000,他這至少
1891,01:07:02.000,01:07:04.000,這一段對話裡面
1892,01:07:04.000,01:07:06.000,沒有要試圖回想
1893,01:07:06.000,01:07:08.000,或是記憶他曾經前兩次
1894,01:07:08.000,01:07:10.000,對你的騷擾行為 對吧
1895,01:07:10.000,01:07:12.000,嗯
1896,01:07:12.000,01:07:14.000,還是其實那個時候
1897,01:07:14.000,01:07:16.000,你有任何一次有跟他提過
1898,01:07:16.000,01:07:18.000,這件事情還是其實都沒有
1899,01:07:18.000,01:07:20.000,嗯
1900,01:07:20.000,01:07:22.000,我 我每一次
1901,01:07:22.000,01:07:24.000,都會跟他說
1902,01:07:24.000,01:07:26.000,不要 不是不是 我是說
1903,01:07:26.000,01:07:28.000,不是 嗯
1904,01:07:28.000,01:07:30.000,你是說我有訊息過
1905,01:07:30.000,01:07:32.000,他說不要再這樣子摸我
1906,01:07:32.000,01:07:34.000,不是 是你有
1907,01:07:34.000,01:07:36.000,你跟他訊息說不要再這樣子摸
1908,01:07:36.000,01:07:38.000,我的時候 他有一次
1909,01:07:38.000,01:07:40.000,是有稍微提到或是你
1910,01:07:40.000,01:07:42.000,剛好有提到
1911,01:07:42.000,01:07:44.000,就是第一次在他家以及
1912,01:07:44.000,01:07:46.000,第二次在 嗯
1913,01:07:46.000,01:07:48.000,新莊棒球
1914,01:07:48.000,01:07:50.000,的公園的公廁 就這兩
1915,01:07:50.000,01:07:52.000,件事情你有曾經提過他
1916,01:07:52.000,01:07:54.000,有任何反應或者是
1917,01:07:54.000,01:07:56.000,他有曾經帶過說喔
1918,01:07:56.000,01:07:58.000,之前的事情也都對不起之類的
1919,01:07:58.000,01:08:00.000,就是你們兩個在對話裡面
1920,01:08:00.000,01:08:02.000,有提過這件事嗎
1921,01:08:02.000,01:08:04.000,就是都沒有
1922,01:08:04.000,01:08:06.000,發生過 喔 就是
1923,01:08:06.000,01:08:08.000,我自己當然是不想
1924,01:08:08.000,01:08:10.000,不想要
1925,01:08:10.000,01:08:12.000,然後他那邊可能會不想要
1926,01:08:12.000,01:08:14.000,負責任
1927,01:08:14.000,01:08:16.000,嗯 因為我是覺得
1928,01:08:16.000,01:08:18.000,我不記得了超誇張 就如果
1929,01:08:18.000,01:08:20.000,他是有做過前兩件事情
1930,01:08:20.000,01:08:22.000,他記不記得
1931,01:08:22.000,01:08:24.000,都應該要心虛一下
1932,01:08:24.000,01:08:26.000,但他完全像是
1933,01:08:26.000,01:08:28.000,不知道
1934,01:08:28.000,01:08:30.000,剛車禍完失憶的人
1935,01:08:30.000,01:08:32.000,哈哈哈哈
1936,01:08:32.000,01:08:34.000,他都走這招啊
1937,01:08:34.000,01:08:36.000,因為他也知道他不能說哪些
1938,01:08:36.000,01:08:38.000,東西不能認真
1939,01:08:38.000,01:08:40.000,到現在他都知道他不能認真
1940,01:08:40.000,01:08:42.000,他認真他就要被抓去關了
1941,01:08:42.000,01:08:44.000,所以他都是很小心的
1942,01:08:44.000,01:08:46.000,在傳訊息
1943,01:08:46.000,01:08:48.000,就是例如
1944,01:08:48.000,01:08:50.000,他後面給你傳的訊息
1945,01:08:50.000,01:08:52.000,都是
1946,01:08:52.000,01:08:54.000,如果有讓你不好
1947,01:08:54.000,01:08:56.000,什麼不舒服
1948,01:08:56.000,01:08:58.000,不好我給你道歉
1949,01:08:58.000,01:09:00.000,或是事情發生的當下
1950,01:09:00.000,01:09:02.000,我們都
1951,01:09:02.000,01:09:04.000,先不管我們當時怎麼寫
1952,01:09:04.000,01:09:06.000,就是他會把一些
1953,01:09:06.000,01:09:08.000,東西用事情發生
1954,01:09:08.000,01:09:10.000,當下帶過
1955,01:09:10.000,01:09:12.000,嗯 嗯嗯嗯嗯
1956,01:09:12.000,01:09:14.000,我可
1957,01:09:14.000,01:09:16.000,算了
1958,01:09:16.000,01:09:18.000,我沒關係
1959,01:09:18.000,01:09:20.000,你說對話嗎
1960,01:09:20.000,01:09:22.000,喔就是 對對對對
1961,01:09:22.000,01:09:24.000,不然我問這個好了
1962,01:09:24.000,01:09:26.000,他的對話你有
1963,01:09:26.000,01:09:28.000,交給檢察官嗎
1964,01:09:28.000,01:09:30.000,然後檢察官有問過關於
1965,01:09:30.000,01:09:32.000,對話的事情嗎
1966,01:09:32.000,01:09:34.000,有
1967,01:09:34.000,01:09:36.000,就是那個時候你有給他什麼
1968,01:09:36.000,01:09:38.000,然後以及檢察官那時候問了什麼
1969,01:09:38.000,01:09:40.000,我那時候給他
1970,01:09:40.000,01:09:42.000,的是之前發生事情的
1971,01:09:42.000,01:09:44.000,我有印出來的
1972,01:09:44.000,01:09:46.000,我不敢寫
1973,01:09:46.000,01:09:48.000,好
1974,01:09:48.000,01:09:50.000,因為有些東西有點
1975,01:09:50.000,01:09:52.000,混亂就是我不知道
1976,01:09:52.000,01:09:54.000,給了還是沒給
1977,01:09:54.000,01:09:56.000,嗯嗯嗯
1978,01:09:56.000,01:10:02.000,喔我只有給
1979,01:10:02.000,01:10:04.000,就是我們吵架的那個
1980,01:10:04.000,01:10:06.000,喔你說
1981,01:10:06.000,01:10:08.000,就是
1982,01:10:08.000,01:10:10.000,就是他
1983,01:10:10.000,01:10:12.000,他叫我不要亂請他
1984,01:10:12.000,01:10:14.000,跟我跟他說
1985,01:10:14.000,01:10:16.000,跟我跟他說
1986,01:10:16.000,01:10:18.000,但是那個是
1987,01:10:18.000,01:10:20.000,就是警察自己拍的
1988,01:10:20.000,01:10:24.000,喔喔喔喔
1989,01:10:24.000,01:10:26.000,我跟他的對
1990,01:10:26.000,01:10:28.000,我可以說
1991,01:10:28.000,01:10:30.000,欸等我
1992,01:10:30.000,01:10:32.000,我接個電話不好意思
1993,01:10:32.000,01:10:34.000,喂
1994,01:10:34.000,01:10:38.000,對
1995,01:10:38.000,01:10:40.000,我現在
1996,01:10:40.000,01:10:42.000,我現在就
1997,01:10:42.000,01:10:44.000,我現在就
1998,01:10:44.000,01:10:46.000,對
1999,01:10:46.000,01:10:48.000,嗯嗯嗯您好您好
2000,01:10:48.000,01:10:54.000,對
2001,01:10:54.000,01:11:04.000,對對對
2002,01:11:04.000,01:11:12.000,喔喔
2003,01:11:12.000,01:11:14.000,喔喔喔了解了解
2004,01:11:14.000,01:11:16.000,好那我等一下再補回表單上
2005,01:11:16.000,01:11:24.000,好好好
2006,01:11:24.000,01:11:26.000,好謝謝
2007,01:11:26.000,01:11:28.000,嗯
2008,01:11:28.000,01:11:32.000,嗯
2009,01:11:32.000,01:11:38.000,嗯
2010,01:11:40.000,01:11:42.000,嗯
2011,01:11:42.000,01:11:56.000,嗯跟另外
2012,01:11:56.000,01:11:58.000,一名同事
2013,01:11:58.000,01:12:00.000,我可以給我
2014,01:12:00.000,01:12:02.000,就是跟VR界
2015,01:12:02.000,01:12:04.000,設備有關的事情是跟我們另外
2016,01:12:04.000,01:12:06.000,一個同事聯絡
2017,01:12:06.000,01:12:08.000,嗯那我給這邊給
2018,01:12:08.000,01:12:10.000,你電話還是email
2019,01:12:10.000,01:12:12.000,比較方便呢
2020,01:12:12.000,01:12:14.000,好好好
2021,01:12:14.000,01:12:16.000,好等我一下
2022,01:12:16.000,01:12:18.000,我找一下他的電話
2023,01:12:18.000,01:12:26.000,0918
2024,01:12:26.000,01:12:28.000,378
2025,01:12:28.000,01:12:30.000,611
2026,01:12:30.000,01:12:32.000,李又汝
2027,01:12:32.000,01:12:34.000,嗯嗯嗯
2028,01:12:34.000,01:12:36.000,好好好
2029,01:12:36.000,01:12:38.000,好好好好謝謝
2030,01:12:38.000,01:12:40.000,掰掰
2031,01:12:40.000,01:12:42.000,掰掰
2032,01:12:42.000,01:12:44.000,哼
2033,01:12:44.000,01:12:46.000,哼
2034,01:12:46.000,01:12:50.360,这里是个高階的校道
2035,01:12:50.360,01:12:55.400,香港说平原百路公共物体
2036,01:12:55.400,01:12:57.920,是有名的
2037,01:12:57.920,01:13:03.400,采用散称小 algebra
2038,01:13:03.400,01:13:07.980,到这里
2039,01:13:07.980,01:13:11.980,对于连续课文等 protector
2040,01:13:13.260,01:13:16.260,我们可以看到
2041,01:13:16.260,01:13:18.260,在这里
2042,01:13:18.260,01:13:20.260,我们可以看到
2043,01:13:20.260,01:13:22.260,在这里
2044,01:13:22.260,01:13:24.260,我们可以看到
2045,01:13:24.260,01:13:26.260,在这里
2046,01:13:26.260,01:13:28.260,我们可以看到
2047,01:13:28.260,01:13:30.260,在这里
2048,01:13:30.260,01:13:32.260,我们可以看到
2049,01:13:32.260,01:13:34.260,在这里
2050,01:13:34.260,01:13:36.260,我们可以看到
2051,01:13:36.260,01:13:38.260,在这里
2052,01:13:38.260,01:13:40.260,我们可以看到
2053,01:13:40.260,01:13:43.260,在这里
2054,01:13:43.260,01:13:45.260,我们可以看到
2055,01:13:45.260,01:13:47.260,在这里
2056,01:13:47.260,01:13:49.260,我们可以看到
2057,01:13:49.260,01:13:51.260,在这里
2058,01:13:51.260,01:13:53.260,我们可以看到
2059,01:13:53.260,01:13:55.260,在这里
2060,01:13:55.260,01:13:57.260,我们可以看到
2061,01:13:57.260,01:13:59.260,在这里
2062,01:13:59.260,01:14:01.260,我们可以看到
2063,01:14:01.260,01:14:03.260,在这里
2064,01:14:03.260,01:14:05.260,我们可以看到
2065,01:14:05.260,01:14:07.260,在这里
2066,01:14:07.260,01:14:09.260,我们可以看到
2067,01:14:09.260,01:14:11.260,在这里
2068,01:14:11.260,01:14:13.260,我们可以看到
2069,01:14:13.260,01:14:15.260,在这里
2070,01:14:15.260,01:14:17.260,我们可以看到
2071,01:14:17.260,01:14:19.260,在这里
2072,01:14:19.260,01:14:21.260,我们可以看到
2073,01:14:21.260,01:14:23.260,在这里
2074,01:14:23.260,01:14:25.260,我们可以看到
2075,01:14:25.260,01:14:27.260,在这里
2076,01:14:27.260,01:14:29.260,我们可以看到
2077,01:14:29.260,01:14:31.260,在这里
2078,01:14:31.260,01:14:33.260,我们可以看到
2079,01:14:33.260,01:14:35.260,在这里
2080,01:14:35.260,01:14:37.260,我们可以看到
2081,01:14:37.260,01:14:39.260,在这里
2082,01:14:39.260,01:14:41.260,我们可以看到
2083,01:14:41.260,01:14:43.260,在这里
2084,01:14:43.260,01:14:45.260,我们可以看到
2085,01:14:45.260,01:14:47.260,在这里
2086,01:14:47.260,01:14:49.260,我们可以看到
2087,01:14:49.260,01:14:51.260,在这里
2088,01:14:51.260,01:14:53.260,我们可以看到
2089,01:14:53.260,01:14:55.260,在这里
2090,01:14:55.260,01:14:57.260,我们可以看到
2091,01:14:57.260,01:14:59.260,在这里
2092,01:14:59.260,01:15:01.260,我们可以看到
2093,01:15:01.260,01:15:03.260,在这里
2094,01:15:03.260,01:15:05.260,我们可以看到
2095,01:15:05.260,01:15:07.260,在这里
2096,01:15:07.260,01:15:09.260,我们可以看到
2097,01:15:09.260,01:15:11.260,在这里
2098,01:15:11.260,01:15:13.260,我们可以看到
2099,01:15:13.260,01:15:15.260,在这里
2100,01:15:15.260,01:15:17.260,我们可以看到
2101,01:15:17.260,01:15:19.260,在这里
